Batch 0: Loss: 0.6381527781486511, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.44344592094421387, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 1.360365629196167, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 1.0910511016845703, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.26896190643310547, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.3300957679748535, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.5652470588684082, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 1.3857474327087402, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.5090175867080688, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.2791018784046173, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.543108344078064, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.9881017208099365, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.5126549005508423, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.3569066524505615, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.40790635347366333, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.38820385932922363, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.38131028413772583, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.38527625799179077, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3785865306854248, Acc: 100.00%, Labels: [1, 0]
Batch 9: Loss: 0.36180049180984497, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.4869142770767212, Acc: 50.00%, Labels: [1, 1]
Batch 10: Loss: 0.9153875112533569, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.38190656900405884, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.40176820755004883, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.4068395793437958, Acc: 100.00%, Labels: [0, 1]
Batch 11: Loss: 0.37047678232192993, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.0393401384353638, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.42030295729637146, Acc: 100.00%, Labels: [1, 0]
Batch 11: Loss: 0.4103485643863678, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 1.284209966659546, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.3075753450393677, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.31410253047943115, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.29975584149360657, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.36921367049217224, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.45618969202041626, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.3311443030834198, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.3725285232067108, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.2909840941429138, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.27774226665496826, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.9310227632522583, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.27610814571380615, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.6279138922691345, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.2898579239845276, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2649919390678406, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.8128092288970947, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.6183108687400818, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.2389651983976364, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.6783640384674072, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.2612573504447937, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.966927170753479, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 1.0078129768371582, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.759066641330719, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.8959224224090576, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.2201118767261505, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 1.0646018981933594, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.2737162709236145, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 1.6498948335647583, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.6176385283470154, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.22347916662693024, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8063611388206482, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.7624140977859497, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.2776786983013153, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.27991369366645813, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.8761999011039734, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.6255270838737488, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.6846133470535278, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.3335852026939392, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.3256354033946991, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.6239795684814453, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.3192460536956787, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.33996376395225525, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3379163146018982, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.0751864910125732, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.3103632926940918, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3712107837200165, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.34952300786972046, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.36299243569374084, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.31063586473464966, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.9541661143302917, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 1.2887547016143799, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.3213128447532654, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.27732232213020325, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.3951454162597656, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.2644324004650116, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.29148805141448975, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.3038023114204407, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.28883224725723267, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.8276253938674927, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.287740021944046, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.273605078458786, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.7457392811775208, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.8288320899009705, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.29578056931495667, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2441803216934204, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2293698489665985, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2700049579143524, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.2658334970474243, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.9067693948745728, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 1.0074360370635986, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.8496575951576233, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.21566545963287354, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.22958089411258698, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.1989060640335083, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.21768036484718323, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2164178490638733, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.17062394320964813, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.18976394832134247, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 1.0511281490325928, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.17755933105945587, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.9404178857803345, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.9173426628112793, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 1.0874269008636475, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.15412889420986176, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.9907382726669312, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.14613717794418335, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.1810249239206314, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.9038642644882202, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 1.1219977140426636, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 1.0566866397857666, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.19945469498634338, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.18030595779418945, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.2116858959197998, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.8886841535568237, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.9599251747131348, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.18776516616344452, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.2680850923061371, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.8874359130859375, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.8862859010696411, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.8876742720603943, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 1.596123456954956, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.9667549133300781, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 1.538144826889038, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.5487563014030457, Acc: 50.00%, Labels: [0, 1]
Batch 12: Loss: 0.2852833867073059, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.28350794315338135, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.28713458776474, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.28628289699554443, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.7838059067726135, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.7788772583007812, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.7681654691696167, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.75046306848526, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.4460662603378296, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.4503181576728821, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.7027902603149414, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.6934043169021606, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.5450466275215149, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.6976723670959473, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.5011764764785767, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.5240532159805298, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.5473045110702515, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.7413762211799622, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.7138668894767761, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.6722242832183838, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.6215423941612244, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 0.5867407321929932, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.618099570274353, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 0.6641294360160828, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.6082310676574707, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.5843213796615601, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.5552345514297485, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.564049482345581, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8972156643867493, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.8907917141914368, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.5181661248207092, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.49370330572128296, Acc: 100.00%, Labels: [0, 1]
Batch 7: Loss: 0.4882904887199402, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.4763145446777344, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.7090617418289185, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.48373666405677795, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.497275710105896, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 1.0500504970550537, Acc: 0.00%, Labels: [0, 0]
Batch 8: Loss: 0.4459095001220703, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.4042956829071045, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.6013780832290649, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.40156328678131104, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.406064510345459, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.7194887399673462, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.31159836053848267, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.8854448199272156, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.32853907346725464, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.9619114398956299, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.31445884704589844, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.33277428150177, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.29839450120925903, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8064522743225098, Acc: 50.00%, Labels: [1, 0]
Batch 12: Loss: 0.2096175104379654, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2056395262479782, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.20705285668373108, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.21483774483203888, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.7385385632514954, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.745737612247467, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.22416166961193085, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.1826460212469101, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.160506010055542, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.16130319237709045, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.1718786060810089, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.1347438395023346, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.8447784781455994, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.8509728908538818, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.13720254600048065, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.6360257863998413, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 1.1377488374710083, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 2.274521827697754, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.09657104313373566, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.1195945143699646, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.15468163788318634, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 1.1442975997924805, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.14116215705871582, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.11545434594154358, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.7026506066322327, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.11659842729568481, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.7268100380897522, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.12670068442821503, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.15230751037597656, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.13856181502342224, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8221896886825562, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.527179479598999, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.5862998366355896, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.987734317779541, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 1.5759811401367188, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.920656144618988, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.23052948713302612, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.17935793101787567, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.5273752212524414, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.16439440846443176, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.17457684874534607, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.8813192248344421, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.6011543869972229, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.2068798989057541, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.21665304899215698, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.29092350602149963, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.20208021998405457, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.4241448640823364, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.41316986083984375, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.7517707943916321, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.5031333565711975, Acc: 50.00%, Labels: [1, 1]
Batch 11: Loss: 1.4451613426208496, Acc: 50.00%, Labels: [0, 1]
Batch 12: Loss: 0.26377996802330017, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.4289970397949219, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.4652819633483887, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.2742154002189636, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.5172232389450073, Acc: 50.00%, Labels: [1, 1]
Batch 0: Loss: 0.23392055928707123, Acc: 100.00%, Labels: [0, 1]
Batch 0: Loss: 0.3310149610042572, Acc: 100.00%, Labels: [1, 0]
Batch 0: Loss: 0.507788360118866, Acc: 50.00%, Labels: [1, 1]
Batch 1: Loss: 0.6159224510192871, Acc: 50.00%, Labels: [1, 1]
Batch 1: Loss: 0.601715624332428, Acc: 50.00%, Labels: [1, 1]
Batch 1: Loss: 0.363394558429718, Acc: 100.00%, Labels: [0, 1]
Batch 1: Loss: 0.4201846718788147, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.5228338241577148, Acc: 50.00%, Labels: [1, 1]
Batch 2: Loss: 0.5982855558395386, Acc: 50.00%, Labels: [1, 1]
Batch 2: Loss: 0.585374653339386, Acc: 50.00%, Labels: [1, 1]
Batch 2: Loss: 0.6650438904762268, Acc: 50.00%, Labels: [1, 1]
Batch 3: Loss: 0.37658169865608215, Acc: 100.00%, Labels: [0, 1]
Batch 3: Loss: 0.5745706558227539, Acc: 50.00%, Labels: [1, 1]
Batch 3: Loss: 0.7241808176040649, Acc: 50.00%, Labels: [1, 1]
Batch 3: Loss: 0.5984513163566589, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 0.49944430589675903, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 0.6049033403396606, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 1.4242620468139648, Acc: 0.00%, Labels: [0, 1]
Batch 4: Loss: 0.303234338760376, Acc: 100.00%, Labels: [0, 1]
Batch 5: Loss: 1.6194039583206177, Acc: 0.00%, Labels: [0, 1]
Batch 5: Loss: 0.4268437623977661, Acc: 50.00%, Labels: [1, 1]
Batch 5: Loss: 1.399853229522705, Acc: 0.00%, Labels: [0, 0]
Batch 5: Loss: 1.029447078704834, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.3146134614944458, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.2299095392227173, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.2162550687789917, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.4707495868206024, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 1.3016562461853027, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.47610968351364136, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 1.465252161026001, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.22533056139945984, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.8536478281021118, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.32401642203330994, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.2784990668296814, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.6057442426681519, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.6093782782554626, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.2625466585159302, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.26372963190078735, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.522037148475647, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.8946642875671387, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.24904948472976685, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.29237043857574463, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.2844681143760681, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.2566320300102234, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.5564886927604675, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.9906597137451172, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.2895141839981079, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.2362188845872879, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.22537066042423248, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.6074671745300293, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.531912088394165, Acc: 0.00%, Labels: [0]
Batch 0: Loss: 0.5542898178100586, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 1.0103636980056763, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.2816241979598999, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.3506122827529907, Acc: 0.00%, Labels: [0, 0]
Batch 1: Loss: 0.3371623754501343, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.703099250793457, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.8184382319450378, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.32254016399383545, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.36581629514694214, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.5933719873428345, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.644799530506134, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.3842739164829254, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.403800368309021, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.40611985325813293, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.785646915435791, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.4023295044898987, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.42406266927719116, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.43650755286216736, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.44345319271087646, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.7047463655471802, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.4374045729637146, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.40347057580947876, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.4065999984741211, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.7050410509109497, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.7161765098571777, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.7867996692657471, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.3577289879322052, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.375022292137146, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.8103585839271545, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.32822850346565247, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.2831790447235107, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.3287719488143921, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.8459080457687378, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.678255558013916, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.9063235521316528, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.3153393268585205, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.312483012676239, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.2791516780853271, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.735995888710022, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.9677804708480835, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.3227129876613617, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.34959763288497925, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3488103747367859, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.30676883459091187, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.30906081199646, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.3123743534088135, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.31952983140945435, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.29546085000038147, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.2889001667499542, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2758015990257263, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.292083740234375, Acc: 100.00%, Labels: [1]
